Dataset,Domain URI,Domain,Predicate URI,Predicate,Range URI,Range,Property kind,Predicate namespace
YAGO,http://yago-knowledge.org/resource/AstronomicalObject,AstronomicalObject,http://yago-knowledge.org/resource/parentBody,parentBody,http://yago-knowledge.org/resource/AstronomicalObject,AstronomicalObject,object,http://yago-knowledge.org/resource/
YAGO,http://yago-knowledge.org/resource/AstronomicalObject,AstronomicalObject,http://yago-knowledge.org/resource/distanceFromEarth,distanceFromEarth,http://www.w3.org/2001/XMLSchema#decimal,decimal,datatype,http://yago-knowledge.org/resource/
YAGO,http://schema.org/AdministrativeArea,AdministrativeArea,http://yago-knowledge.org/resource/replaces,replaces,http://schema.org/AdministrativeArea,AdministrativeArea,object,http://yago-knowledge.org/resource/
YAGO,http://schema.org/AdministrativeArea,AdministrativeArea,http://yago-knowledge.org/resource/capital,capital,http://schema.org/City,City,object,http://yago-knowledge.org/resource/
YAGO,http://schema.org/AdministrativeArea,AdministrativeArea,http://schema.org/dateCreated,dateCreated,http://www.w3.org/2001/XMLSchema#dateTime,dateTime,datatype,http://schema.org/
YAGO,http://schema.org/AdministrativeArea,AdministrativeArea,http://schema.org/memberOf,memberOf,http://schema.org/Organization,Organization,object,http://schema.org/
YAGO,http://schema.org/AdministrativeArea,AdministrativeArea,http://yago-knowledge.org/resource/demonym,demonym,http://www.w3.org/2001/XMLSchema#string,string,datatype,http://yago-knowledge.org/resource/
YAGO,http://schema.org/AdministrativeArea,AdministrativeArea,http://schema.org/slogan,slogan,http://www.w3.org/2001/XMLSchema#string,string,datatype,http://schema.org/
YAGO,http://schema.org/AdministrativeArea,AdministrativeArea,http://schema.org/postalCode,postalCode,http://www.w3.org/2001/XMLSchema#string,string,datatype,http://schema.org/
YAGO,http://schema.org/AdministrativeArea,AdministrativeArea,http://yago-knowledge.org/resource/populationNumber,populationNumber,http://www.w3.org/2001/XMLSchema#decimal,decimal,datatype,http://yago-knowledge.org/resource/
YAGO,http://schema.org/AdministrativeArea,AdministrativeArea,http://yago-knowledge.org/resource/leader,leader,http://schema.org/Person,Person,object,http://yago-knowledge.org/resource/
YAGO,http://schema.org/Place,Place,http://yago-knowledge.org/resource/elevation,elevation,http://www.w3.org/2001/XMLSchema#decimal,decimal,datatype,http://yago-knowledge.org/resource/
YAGO,http://schema.org/Place,Place,http://schema.org/geo,geo,http://www.opengis.net/ont/geosparql#wktLiteral,wktLiteral,datatype,http://schema.org/
YAGO,http://schema.org/Place,Place,http://yago-knowledge.org/resource/lowestPoint,lowestPoint,http://schema.org/Place,Place,object,http://yago-knowledge.org/resource/
YAGO,http://schema.org/Place,Place,http://yago-knowledge.org/resource/highestPoint,highestPoint,http://schema.org/Place,Place,object,http://yago-knowledge.org/resource/
YAGO,http://schema.org/Place,Place,http://yago-knowledge.org/resource/neighbors,neighbors,http://schema.org/Place,Place,object,http://yago-knowledge.org/resource/
YAGO,http://schema.org/Place,Place,http://schema.org/location,location,http://schema.org/Place,Place,object,http://schema.org/
YAGO,http://schema.org/Place,Place,http://yago-knowledge.org/resource/area,area,http://www.w3.org/2001/XMLSchema#decimal,decimal,datatype,http://yago-knowledge.org/resource/
YAGO,http://schema.org/Airport,Airport,http://schema.org/iataCode,iataCode,http://www.w3.org/2001/XMLSchema#string,string,datatype,http://schema.org/
YAGO,http://schema.org/Airport,Airport,http://schema.org/icaoCode,icaoCode,http://www.w3.org/2001/XMLSchema#string,string,datatype,http://schema.org/
YAGO,http://schema.org/CreativeWork,CreativeWork,http://schema.org/author,author,http://schema.org/Organization,Organization,object,http://schema.org/
YAGO,http://schema.org/CreativeWork,CreativeWork,http://schema.org/author,author,http://schema.org/Person,Person,object,http://schema.org/
YAGO,http://schema.org/CreativeWork,CreativeWork,http://schema.org/about,about,http://schema.org/Thing,Thing,object,http://schema.org/
YAGO,http://schema.org/CreativeWork,CreativeWork,http://schema.org/dateCreated,dateCreated,http://www.w3.org/2001/XMLSchema#dateTime,dateTime,datatype,http://schema.org/
YAGO,http://schema.org/CreativeWork,CreativeWork,http://schema.org/dateCreated,dateCreated,http://www.w3.org/2001/XMLSchema#date,date,datatype,http://schema.org/
YAGO,http://schema.org/CreativeWork,CreativeWork,http://schema.org/dateCreated,dateCreated,http://www.w3.org/2001/XMLSchema#gYearMonth,gYearMonth,datatype,http://schema.org/
YAGO,http://schema.org/CreativeWork,CreativeWork,http://schema.org/dateCreated,dateCreated,http://www.w3.org/2001/XMLSchema#gYear,gYear,datatype,http://schema.org/
YAGO,http://schema.org/CreativeWork,CreativeWork,http://schema.org/award,award,http://yago-knowledge.org/resource/Award,Award,object,http://schema.org/
YAGO,http://schema.org/CreativeWork,CreativeWork,http://schema.org/inLanguage,inLanguage,http://schema.org/Language,Language,object,http://schema.org/
YAGO,http://schema.org/CreativeWork,CreativeWork,http://schema.org/contentLocation,contentLocation,http://schema.org/Place,Place,object,http://schema.org/
YAGO,http://schema.org/Newspaper,Newspaper,http://schema.org/sponsor,sponsor,http://schema.org/Organization,Organization,object,http://schema.org/
YAGO,http://schema.org/Newspaper,Newspaper,http://schema.org/sponsor,sponsor,http://schema.org/Person,Person,object,http://schema.org/
YAGO,http://schema.org/Newspaper,Newspaper,http://schema.org/publisher,publisher,http://schema.org/Organization,Organization,object,http://schema.org/
YAGO,http://schema.org/Newspaper,Newspaper,http://schema.org/publisher,publisher,http://schema.org/Person,Person,object,http://schema.org/
SemOpenAlex,https://semopenalex.org/ontology/Subfield,Subfield,http://www.w3.org/2004/02/skos/core#prefLabel,prefLabel,http://www.w3.org/2001/XMLSchema#string,string,datatype,http://www.w3.org/2004/02/skos/core#
SemOpenAlex,https://semopenalex.org/ontology/Subfield,Subfield,http://www.w3.org/2004/02/skos/core#broader,broader,https://semopenalex.org/ontology/Field,Field,object,http://www.w3.org/2004/02/skos/core#
SemOpenAlex,https://semopenalex.org/ontology/Subfield,Subfield,http://www.w3.org/2004/02/skos/core#note,note,http://www.w3.org/2001/XMLSchema#string,string,datatype,http://www.w3.org/2004/02/skos/core#
SemOpenAlex,https://semopenalex.org/ontology/Subfield,Subfield,http://purl.org/dc/terms/created,created,http://www.w3.org/2001/XMLSchema#date,date,datatype,http://purl.org/dc/terms/
SemOpenAlex,https://semopenalex.org/ontology/Subfield,Subfield,http://purl.org/dc/terms/modified,modified,http://www.w3.org/2001/XMLSchema#date,date,datatype,http://purl.org/dc/terms/
SemOpenAlex,https://semopenalex.org/ontology/Subfield,Subfield,http://www.w3.org/2004/02/skos/core#related,related,https://semopenalex.org/ontology/Subfield,Subfield,object,http://www.w3.org/2004/02/skos/core#
SemOpenAlex,https://semopenalex.org/ontology/Subfield,Subfield,https://semopenalex.org/ontology/worksCount,worksCount,http://www.w3.org/2001/XMLSchema#integer,integer,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Subfield,Subfield,https://semopenalex.org/ontology/citedByCount,citedByCount,http://www.w3.org/2001/XMLSchema#integer,integer,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Publisher,Publisher,https://semopenalex.org/ontology/ror,ror,http://www.w3.org/2001/XMLSchema#string,string,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Publisher,Publisher,https://semopenalex.org/ontology/i10Index,i10Index,http://www.w3.org/2001/XMLSchema#integer,integer,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Publisher,Publisher,https://semopenalex.org/ontology/countsByYear,countsByYear,https://semopenalex.org/ontology/CountsByYear,CountsByYear,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Publisher,Publisher,http://purl.org/dc/terms/created,created,http://www.w3.org/2001/XMLSchema#date,date,datatype,http://purl.org/dc/terms/
SemOpenAlex,https://semopenalex.org/ontology/Publisher,Publisher,http://xmlns.com/foaf/0.1/name,name,http://www.w3.org/2001/XMLSchema#string,string,datatype,http://xmlns.com/foaf/0.1/
SemOpenAlex,https://semopenalex.org/ontology/Publisher,Publisher,https://semopenalex.org/ontology/2YrMeanCitedness,2YrMeanCitedness,http://www.w3.org/2001/XMLSchema#float,float,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Publisher,Publisher,https://semopenalex.org/ontology/hasParentPublisher,hasParentPublisher,https://semopenalex.org/ontology/Publisher,Publisher,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Publisher,Publisher,http://purl.org/spar/bido/h-index,h-index,http://www.w3.org/2001/XMLSchema#integer,integer,datatype,http://purl.org/spar/bido/
SemOpenAlex,https://semopenalex.org/ontology/Publisher,Publisher,https://semopenalex.org/ontology/citedByCount,citedByCount,http://www.w3.org/2001/XMLSchema#integer,integer,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Publisher,Publisher,https://dbpedia.org/ontology/alternativeName,alternativeName,http://www.w3.org/2001/XMLSchema#string,string,datatype,https://dbpedia.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Publisher,Publisher,http://purl.org/dc/terms/modified,modified,http://www.w3.org/2001/XMLSchema#date,date,datatype,http://purl.org/dc/terms/
SemOpenAlex,https://semopenalex.org/ontology/Publisher,Publisher,https://semopenalex.org/ontology/worksCount,worksCount,http://www.w3.org/2001/XMLSchema#integer,integer,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Publisher,Publisher,https://semopenalex.org/ontology/level,level,http://www.w3.org/2001/XMLSchema#integer,integer,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Publisher,Publisher,http://www.geonames.org/ontology#countryCode,countryCode,http://www.w3.org/2001/XMLSchema#string,string,datatype,http://www.geonames.org/ontology#
SemOpenAlex,https://semopenalex.org/ontology/Authorship,Authorship,https://semopenalex.org/ontology/hasOrganization,hasOrganization,https://semopenalex.org/ontology/Institution,Institution,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Authorship,Authorship,https://semopenalex.org/ontology/isCorresponding,isCorresponding,http://www.w3.org/2001/XMLSchema#boolean,boolean,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Authorship,Authorship,https://semopenalex.org/ontology/hasAuthor,hasAuthor,https://semopenalex.org/ontology/Author,Author,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Authorship,Authorship,https://semopenalex.org/ontology/position,position,http://www.w3.org/2001/XMLSchema#integer,integer,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Authorship,Authorship,https://semopenalex.org/ontology/rawAffiliation,rawAffiliation,http://www.w3.org/2001/XMLSchema#string,string,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/hasBestOaLocation,hasBestOaLocation,https://semopenalex.org/ontology/Location,Location,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,http://prismstandard.org/namespaces/basic/2.0/startingPage,startingPage,http://www.w3.org/2001/XMLSchema#string,string,datatype,http://prismstandard.org/namespaces/basic/2.0/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,http://prismstandard.org/namespaces/basic/2.0/publicationDate,publicationDate,http://www.w3.org/2001/XMLSchema#date,date,datatype,http://prismstandard.org/namespaces/basic/2.0/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/hasVolume,hasVolume,http://www.w3.org/2001/XMLSchema#string,string,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/crossrefType,crossrefType,http://www.w3.org/2001/XMLSchema#string,string,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/hasFunder,hasFunder,https://semopenalex.org/ontology/Funder,Funder,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/citedByCount,citedByCount,http://www.w3.org/2001/XMLSchema#integer,integer,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/countsByYear,countsByYear,https://semopenalex.org/ontology/CountsByYear,CountsByYear,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/isRetracted,isRetracted,http://www.w3.org/2001/XMLSchema#boolean,boolean,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/hasLocation,hasLocation,https://semopenalex.org/ontology/Location,Location,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,http://purl.org/dc/terms/title,title,http://www.w3.org/2001/XMLSchema#string,string,datatype,http://purl.org/dc/terms/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/hasIssue,hasIssue,http://www.w3.org/2001/XMLSchema#string,string,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,http://purl.org/dc/terms/abstract,abstract,http://www.w3.org/2001/XMLSchema#string,string,datatype,http://purl.org/dc/terms/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/magId,magId,http://www.w3.org/2001/XMLSchema#integer,integer,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,http://purl.org/spar/fabio/hasPubMedId,hasPubMedId,http://www.w3.org/2001/XMLSchema#string,string,datatype,http://purl.org/spar/fabio/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,http://purl.org/dc/terms/creator,creator,https://semopenalex.org/ontology/Author,Author,object,http://purl.org/dc/terms/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,http://purl.org/spar/cito/cites,cites,https://semopenalex.org/ontology/Work,Work,object,http://purl.org/spar/cito/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/hasRelatedWork,hasRelatedWork,https://semopenalex.org/ontology/Work,Work,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/hasAuthorship,hasAuthorship,https://semopenalex.org/ontology/Authorship,Authorship,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,http://purl.org/spar/fabio/hasPublicationYear,hasPublicationYear,http://www.w3.org/2001/XMLSchema#integer,integer,datatype,http://purl.org/spar/fabio/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,http://purl.org/dc/terms/created,created,http://www.w3.org/2001/XMLSchema#date,date,datatype,http://purl.org/dc/terms/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,http://purl.org/spar/fabio/hasPubMedCentralId,hasPubMedCentralId,http://www.w3.org/2001/XMLSchema#string,string,datatype,http://purl.org/spar/fabio/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/hasOpenAccess,hasOpenAccess,https://semopenalex.org/ontology/OpenAccess,OpenAccess,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,http://prismstandard.org/namespaces/basic/2.0/doi,doi,http://www.w3.org/2001/XMLSchema#anyURI,anyURI,datatype,http://prismstandard.org/namespaces/basic/2.0/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/hasPrimaryLocation,hasPrimaryLocation,https://semopenalex.org/ontology/Location,Location,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,http://prismstandard.org/namespaces/basic/2.0/endingPage,endingPage,http://www.w3.org/2001/XMLSchema#string,string,datatype,http://prismstandard.org/namespaces/basic/2.0/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/workType,workType,http://www.w3.org/2001/XMLSchema#string,string,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,http://purl.org/dc/terms/modified,modified,http://www.w3.org/2001/XMLSchema#date,date,datatype,http://purl.org/dc/terms/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/isParatext,isParatext,http://www.w3.org/2001/XMLSchema#boolean,boolean,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://dbpedia.org/property/countryCode,countryCode,http://www.w3.org/2001/XMLSchema#string,string,datatype,https://dbpedia.org/property/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/hasMesh,hasMesh,http://id.nlm.nih.gov/mesh/vocab#TopicalDescriptor,TopicalDescriptor,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/hasApcList,hasApcList,https://semopenalex.org/ontology/ArticleProcessingCharge,ArticleProcessingCharge,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/hasPrimaryTopic,hasPrimaryTopic,https://semopenalex.org/ontology/Topic,Topic,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/metadataLanguage,metadataLanguage,http://www.w3.org/2001/XMLSchema#string,string,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/indexedIn,indexedIn,http://www.w3.org/2001/XMLSchema#string,string,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/hasKeyword,hasKeyword,https://semopenalex.org/ontology/Keyword,Keyword,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/countriesDistinctCount,countriesDistinctCount,http://www.w3.org/2001/XMLSchema#integer,integer,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/hasSustainableDevelopmentGoal,hasSustainableDevelopmentGoal,http://metadata.un.org/sdg/ontology#Goal,Goal,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/hasTopic,hasTopic,https://semopenalex.org/ontology/Topic,Topic,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/institutionsDistinctCount,institutionsDistinctCount,http://www.w3.org/2001/XMLSchema#integer,integer,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Work,Work,https://semopenalex.org/ontology/hasConcept,hasConcept,https://semopenalex.org/ontology/Concept,Concept,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Institution,Institution,http://purl.org/dc/terms/modified,modified,http://www.w3.org/2001/XMLSchema#date,date,datatype,http://purl.org/dc/terms/
SemOpenAlex,https://semopenalex.org/ontology/Institution,Institution,https://semopenalex.org/ontology/magId,magId,http://www.w3.org/2001/XMLSchema#integer,integer,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Institution,Institution,https://dbpedia.org/ontology/alternativeName,alternativeName,http://www.w3.org/2001/XMLSchema#string,string,datatype,https://dbpedia.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Institution,Institution,http://xmlns.com/foaf/0.1/homepage,homepage,http://www.w3.org/2001/XMLSchema#anyURI,anyURI,datatype,http://xmlns.com/foaf/0.1/
SemOpenAlex,https://semopenalex.org/ontology/Institution,Institution,http://xmlns.com/foaf/0.1/name,name,http://www.w3.org/2001/XMLSchema#string,string,datatype,http://xmlns.com/foaf/0.1/
SemOpenAlex,https://semopenalex.org/ontology/Institution,Institution,https://dbpedia.org/property/countryCode,countryCode,http://www.w3.org/2001/XMLSchema#string,string,datatype,https://dbpedia.org/property/
SemOpenAlex,https://semopenalex.org/ontology/Institution,Institution,https://semopenalex.org/ontology/hasAssociatedInstitution,hasAssociatedInstitution,https://semopenalex.org/ontology/Institution,Institution,object,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Institution,Institution,https://dbpedia.org/ontology/location,location,https://semopenalex.org/ontology/Geo,Geo,object,https://dbpedia.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Institution,Institution,https://semopenalex.org/ontology/rorType,rorType,http://www.w3.org/2001/XMLSchema#string,string,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Institution,Institution,http://www.w3.org/2000/01/rdf-schema#seeAlso,seeAlso,http://purl.org/spar/fabio/WikipediaEntry,WikipediaEntry,object,http://www.w3.org/2000/01/rdf-schema#
SemOpenAlex,https://semopenalex.org/ontology/Institution,Institution,http://xmlns.com/foaf/0.1/depiction,depiction,http://www.w3.org/2001/XMLSchema#string,string,datatype,http://xmlns.com/foaf/0.1/
SemOpenAlex,https://semopenalex.org/ontology/Institution,Institution,https://semopenalex.org/ontology/ror,ror,http://www.w3.org/2001/XMLSchema#anyURI,anyURI,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Institution,Institution,http://purl.org/dc/terms/created,created,http://www.w3.org/2001/XMLSchema#date,date,datatype,http://purl.org/dc/terms/
SemOpenAlex,https://semopenalex.org/ontology/Institution,Institution,https://semopenalex.org/ontology/worksCount,worksCount,http://www.w3.org/2001/XMLSchema#integer,integer,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Institution,Institution,https://semopenalex.org/ontology/imageThumbnail,imageThumbnail,http://www.w3.org/2001/XMLSchema#string,string,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Institution,Institution,https://semopenalex.org/ontology/citedByCount,citedByCount,http://www.w3.org/2001/XMLSchema#integer,integer,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Institution,Institution,https://dbpedia.org/property/acronym,acronym,http://www.w3.org/2001/XMLSchema#string,string,datatype,https://dbpedia.org/property/
SemOpenAlex,https://semopenalex.org/ontology/Institution,Institution,https://semopenalex.org/ontology/grid,grid,http://www.w3.org/2001/XMLSchema#string,string,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Source,Source,https://semopenalex.org/ontology/2YrMeanCitedness,2YrMeanCitedness,http://www.w3.org/2001/XMLSchema#float,float,datatype,https://semopenalex.org/ontology/
SemOpenAlex,https://semopenalex.org/ontology/Source,Source,https://semopenalex.org/ontology/isInDoaj,isInDoaj,http://www.w3.org/2001/XMLSchema#boolean,boolean,datatype,https://semopenalex.org/ontology/
